Customer_ID,Total_Spending,Avg_Transaction_Amount,Max_Transaction,Min_Transaction,Std_Transaction_Amount,Transaction_Count,Avg_Satisfaction_Score,Std_Satisfaction,Min_Satisfaction,Max_Satisfaction,Avg_Likelihood_to_Recommend,Min_Likelihood,Max_Likelihood,Count_Bill Payment,Count_Investment,Count_Loan Payment,Count_Purchase,Pct_Bill Payment,Pct_Investment,Pct_Loan Payment,Pct_Purchase,Pct_Business_Hours,Pct_Weekend_Transactions,Avg_Hour_of_Day,Std_Hour_of_Day,Tenure_Days,Days_Since_Last_Transaction,High_Risk_Transaction_Count,Engagement_Breadth,Avg_Feedback_Sentiment,Std_Feedback_Sentiment
507,9194.0,2298.5,4339.0,995.0,1437.74,4,8.0,0.0,8.0,8.0,10.0,10,10,0,1,1,2,0.0,25.0,3.45,6.16,0.5,0.25,6.25,4.86,115,37,1,3,2.0,0.0
508,11555.0,2311.0,3425.0,1389.0,767.94,5,2.0,0.0,2.0,2.0,7.0,7,7,1,3,0,1,20.0,12.0,0.0,2.7,0.2,0.0,9.2,9.2,137,25,3,3,2.0,0.0
509,22654.0,3236.29,4063.0,1083.0,1009.29,7,8.0,0.0,8.0,8.0,10.0,10,10,1,4,0,2,14.29,18.79,0.0,4.99,0.29,0.29,13.71,7.83,195,4,4,3,3.0,0.0
510,13106.0,3276.5,4628.0,1618.0,1545.86,4,2.0,0.0,2.0,2.0,1.0,1,1,0,1,2,1,0.0,25.0,6.9,2.79,0.0,0.75,12.5,9.33,139,13,1,3,3.0,0.0
511,27719.0,2771.9,4868.0,51.0,2125.87,10,10.0,0.0,10.0,10.0,3.0,3,3,4,1,4,1,40.0,2.0,7.69,1.68,0.1,0.4,14.0,7.2,182,7,1,4,2.0,0.0
512,11031.0,1838.5,4473.0,135.0,1472.13,6,5.0,0.0,5.0,5.0,2.0,2,2,1,1,2,2,16.67,4.41,7.39,5.8,0.33,0.33,12.83,8.38,51,89,1,4,4.0,0.0
513,9863.0,1972.6,3821.0,112.0,1641.62,5,4.0,0.0,4.0,4.0,9.0,9,9,2,0,1,2,40.0,0.0,2.22,4.24,0.2,0.4,13.2,7.29,158,10,0,3,3.0,0.0
514,8702.0,2175.5,4376.0,65.0,1790.98,4,1.0,0.0,1.0,1.0,8.0,8,8,1,0,1,2,25.0,0.0,3.45,6.16,0.5,0.25,14.75,5.38,180,1,0,3,4.0,0.0
515,12670.0,3167.5,4398.0,2144.0,1019.76,4,5.0,0.0,5.0,5.0,3.0,3,3,2,0,1,1,50.0,0.0,1.85,1.79,0.5,0.0,8.5,4.8,113,10,0,3,4.0,0.0
516,24341.0,3477.29,4436.0,2460.0,877.95,7,7.0,0.0,7.0,7.0,5.0,5,5,5,1,1,0,71.43,1.28,1.25,0.0,0.29,0.43,18.29,3.99,127,7,1,3,3.0,0.0
517,1303.0,434.33,914.0,72.0,433.09,3,1.0,0.0,1.0,1.0,3.0,3,3,1,1,1,0,33.33,2.75,2.56,0.0,0.33,0.0,11.0,8.72,158,46,1,3,4.0,0.0
518,17706.0,2529.43,4923.0,534.0,1804.63,7,2.0,0.0,2.0,2.0,6.0,6,6,2,3,1,1,28.57,8.43,2.27,2.16,0.57,0.0,11.71,6.55,178,7,3,4,3.0,0.0
519,21687.0,3098.14,4684.0,577.0,1353.52,7,9.0,0.0,9.0,9.0,5.0,5,5,3,2,1,1,42.86,4.01,1.86,1.79,0.43,0.29,8.14,7.93,177,2,2,4,2.0,0.0
520,26378.0,3297.25,4587.0,614.0,1341.25,8,5.0,0.0,5.0,5.0,2.0,2,2,2,3,2,1,25.0,9.09,4.75,2.13,0.62,0.12,13.0,5.21,187,15,3,4,4.0,0.0
521,10847.0,3615.67,7315.0,1680.0,3204.87,3,7.0,0.0,7.0,7.0,10.0,10,10,1,2,0,0,33.33,5.51,0.0,0.0,1.0,0.0,12.33,2.08,133,37,2,2,3.0,0.0
522,23279.0,2586.56,4451.0,1344.0,980.19,9,2.0,0.0,2.0,2.0,8.0,8,8,1,2,3,3,11.11,9.95,9.98,7.49,0.56,0.22,14.44,6.27,145,15,2,4,5.0,0.0
523,7721.0,2573.67,3594.0,2015.0,884.96,3,7.0,0.0,7.0,7.0,6.0,6,6,0,2,1,0,0.0,66.67,1.44,0.0,0.0,0.33,10.0,7.94,81,44,2,2,1.0,0.0
524,6355.0,2118.33,3098.0,1268.0,921.83,3,7.0,0.0,7.0,7.0,3.0,3,3,1,0,1,1,33.33,0.0,2.75,2.56,0.67,0.33,15.33,6.66,29,125,0,3,3.0,0.0
525,17537.0,2192.12,4352.0,450.0,1492.36,8,7.0,0.0,7.0,7.0,1.0,1,1,4,0,2,2,50.0,0.0,3.45,3.25,0.25,0.25,9.0,9.01,167,14,0,3,5.0,0.0
526,15809.0,2258.43,3955.0,394.0,1418.13,7,5.0,0.0,5.0,5.0,5.0,5,5,2,2,3,0,28.57,5.62,7.28,0.0,0.43,0.43,8.86,5.79,155,5,2,3,3.0,0.0
527,16417.0,1824.11,4531.0,767.0,1184.63,9,9.0,0.0,9.0,9.0,2.0,2,2,3,1,2,3,33.33,2.36,4.48,6.1,0.44,0.22,8.89,5.06,173,3,1,4,4.0,0.0
528,18764.0,2680.57,4405.0,98.0,1802.12,7,2.0,0.0,2.0,2.0,2.0,2,2,3,1,1,2,42.86,2.01,1.93,3.72,0.14,0.0,14.0,6.61,139,58,1,4,5.0,0.0
529,12706.0,2541.2,4404.0,389.0,1455.67,5,4.0,0.0,4.0,4.0,9.0,9,9,2,0,3,0,40.0,0.0,6.67,0.0,0.2,0.4,10.8,10.83,123,8,0,2,1.0,0.0
530,37281.0,3389.18,4935.0,1404.0,1159.37,11,10.0,0.0,10.0,10.0,10.0,10,10,4,3,0,4,36.36,6.33,0.0,7.45,0.18,0.45,7.55,7.01,186,19,3,3,3.0,0.0
531,9910.0,1982.0,3091.0,779.0,844.28,5,8.0,0.0,8.0,8.0,7.0,7,7,1,1,0,3,20.0,4.0,0.0,10.34,0.2,0.4,8.4,8.65,90,102,1,3,2.0,0.0
532,7664.0,1532.8,4472.0,344.0,1679.08,5,1.0,0.0,1.0,1.0,6.0,6,6,2,1,2,0,40.0,2.22,4.24,0.0,0.2,0.2,12.2,8.14,104,53,1,3,2.0,0.0
533,14481.0,2068.71,4783.0,64.0,1965.75,7,9.0,0.0,9.0,9.0,1.0,1,1,1,2,1,3,14.29,9.39,3.26,8.84,0.14,0.57,4.29,3.5,144,15,2,4,4.0,0.0
534,12608.0,2521.6,4455.0,79.0,1742.63,5,5.0,0.0,5.0,5.0,10.0,10,10,2,0,2,1,40.0,0.0,4.44,2.02,0.2,0.4,15.2,8.7,186,12,0,3,3.0,0.0
535,17520.0,3504.0,4711.0,1981.0,1205.35,5,3.0,0.0,3.0,3.0,2.0,2,2,2,0,2,1,40.0,0.0,4.44,2.02,0.0,0.2,18.4,6.11,181,2,0,3,3.0,0.0
536,11304.0,2826.0,4520.0,615.0,1626.2,4,4.0,0.0,4.0,4.0,7.0,7,7,2,0,1,1,50.0,0.0,1.85,1.79,0.0,0.25,14.0,9.42,55,21,0,3,5.0,0.0
537,18226.0,2603.71,4321.0,339.0,1264.46,7,1.0,0.0,1.0,1.0,3.0,3,3,0,1,4,2,0.0,14.29,18.79,4.99,0.43,0.0,8.57,6.5,161,1,1,3,4.0,0.0
538,15006.0,3001.2,4857.0,754.0,1537.44,5,6.0,0.0,6.0,6.0,2.0,2,2,0,2,1,2,0.0,40.0,2.22,4.24,0.4,0.2,10.8,7.19,150,5,2,3,1.0,0.0
539,8159.0,2719.67,4600.0,611.0,2004.28,3,8.0,0.0,8.0,8.0,6.0,6,6,0,2,0,1,0.0,66.67,0.0,1.44,0.33,0.0,17.0,4.58,69,137,2,2,4.0,0.0
540,12452.0,1778.86,3069.0,933.0,763.65,7,2.0,0.0,2.0,2.0,8.0,8,8,3,1,1,2,42.86,2.01,1.93,3.72,0.14,0.29,16.14,5.18,127,72,1,4,3.0,0.0
541,11978.0,2994.5,4291.0,1330.0,1439.62,4,2.0,0.0,2.0,2.0,8.0,8,8,3,0,1,0,75.0,0.0,1.27,0.0,0.5,0.5,8.25,6.8,130,43,0,2,2.0,0.0
542,18395.0,2299.38,4929.0,133.0,1638.19,8,9.0,0.0,9.0,9.0,2.0,2,2,1,2,2,3,12.5,9.76,6.61,8.14,0.25,0.38,9.75,8.75,205,2,2,4,2.0,0.0
543,13713.0,2742.6,3902.0,1525.0,1001.16,5,5.0,0.0,5.0,5.0,6.0,6,6,1,0,2,2,20.0,0.0,8.0,6.06,0.2,0.2,8.2,8.5,134,10,0,3,4.0,0.0
544,10169.0,2033.8,3951.0,25.0,1734.95,5,5.0,0.0,5.0,5.0,5.0,5,5,4,0,0,1,80.0,0.0,0.0,1.18,0.2,0.2,8.4,8.85,184,24,0,2,3.0,0.0
545,3859.0,1929.5,1985.0,1874.0,78.49,2,1.0,0.0,1.0,1.0,7.0,7,7,1,0,0,1,50.0,0.0,0.0,1.92,0.5,0.5,8.5,4.95,93,12,0,2,2.0,0.0
546,4074.0,2037.0,2248.0,1826.0,298.4,2,6.0,0.0,6.0,6.0,4.0,4,4,0,0,1,1,0.0,0.0,50.0,1.92,0.0,0.5,6.0,2.83,51,46,0,2,4.0,0.0
547,1860.0,620.0,871.0,321.0,278.12,3,8.0,0.0,8.0,8.0,2.0,2,2,1,0,2,0,33.33,0.0,5.51,0.0,0.67,0.33,12.0,4.36,158,20,0,2,4.0,0.0
548,14860.0,2122.86,3959.0,470.0,1358.39,7,6.0,0.0,6.0,6.0,10.0,10,10,1,2,3,1,14.29,9.39,9.78,2.47,0.29,0.0,8.71,7.04,187,4,2,4,2.0,0.0
549,14506.0,3626.5,4852.0,2512.0,963.14,4,7.0,0.0,7.0,7.0,3.0,3,3,0,0,3,1,0.0,0.0,75.0,1.27,0.5,0.25,12.75,5.97,177,25,0,2,2.0,0.0
550,12162.0,2432.4,3252.0,1080.0,809.59,5,4.0,0.0,4.0,4.0,9.0,9,9,3,0,1,1,60.0,0.0,1.54,1.5,0.4,0.0,7.8,4.15,35,123,0,3,4.0,0.0
551,820.0,820.0,820.0,820.0,0.0,1,2.0,0.0,2.0,2.0,10.0,10,10,0,0,1,0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,0,72,0,1,2.0,0.0
552,10923.0,2730.75,3759.0,1046.0,1268.7,4,1.0,0.0,1.0,1.0,8.0,8,8,1,0,0,3,25.0,0.0,0.0,10.34,0.5,0.5,16.5,5.69,139,26,0,2,5.0,0.0
553,8231.0,2057.75,4319.0,400.0,1892.85,4,6.0,0.0,6.0,6.0,9.0,9,9,0,1,1,2,0.0,25.0,3.45,6.16,0.5,0.25,12.75,5.12,188,9,1,3,4.0,0.0
554,8542.0,4271.0,4525.0,4017.0,359.21,2,9.0,0.0,9.0,9.0,5.0,5,5,0,1,1,0,0.0,50.0,1.92,0.0,0.5,0.0,17.0,7.07,38,113,1,2,2.0,0.0
555,15942.0,2657.0,4271.0,582.0,1408.87,6,10.0,0.0,10.0,10.0,5.0,5,5,1,2,3,0,16.67,8.82,9.53,0.0,0.67,0.17,11.83,5.38,182,24,2,3,4.0,0.0
556,2167.0,2167.0,2167.0,2167.0,0.0,1,5.0,0.0,5.0,5.0,7.0,7,7,0,0,1,0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,0,190,0,1,4.0,0.0
557,19825.0,2478.12,3605.0,401.0,1097.64,8,2.0,0.0,2.0,2.0,7.0,7,7,1,1,3,3,12.5,4.88,11.82,8.06,0.62,0.12,11.62,6.02,197,11,1,4,4.0,0.0
558,3448.0,1149.33,1813.0,403.0,708.63,3,1.0,0.0,1.0,1.0,1.0,1,1,0,1,0,2,0.0,33.33,0.0,5.51,0.33,0.0,10.33,4.93,145,37,1,2,3.0,0.0
559,13937.0,3484.25,4919.0,2460.0,1105.47,4,6.0,0.0,6.0,6.0,5.0,5,5,0,2,2,0,0.0,50.0,3.7,0.0,0.5,0.25,12.5,5.51,84,108,2,2,1.0,0.0
560,13417.0,2236.17,3490.0,171.0,1563.61,6,4.0,0.0,4.0,4.0,8.0,8,8,1,1,3,1,16.67,4.41,11.08,2.62,0.33,0.17,8.33,6.77,187,13,1,4,3.0,0.0
561,10949.0,1824.83,3548.0,865.0,1053.18,6,7.0,0.0,7.0,7.0,7.0,7,7,0,1,3,2,0.0,16.67,13.23,5.57,0.17,0.33,13.67,7.37,153,30,1,3,2.0,0.0
562,14001.0,2333.5,3950.0,1242.0,1137.02,6,9.0,0.0,9.0,9.0,2.0,2,2,1,2,1,2,16.67,8.82,3.18,5.77,0.33,0.17,11.0,8.2,142,10,2,4,3.0,0.0
563,9270.0,3090.0,4509.0,1756.0,1378.47,3,8.0,0.0,8.0,8.0,8.0,8,8,1,1,1,0,33.33,2.75,2.56,0.0,0.0,1.0,8.33,8.08,119,55,1,3,3.0,0.0
564,4292.0,1430.67,2578.0,459.0,1070.37,3,9.0,0.0,9.0,9.0,2.0,2,2,0,3,0,0,0.0,100.0,0.0,0.0,0.33,0.33,17.67,3.21,45,86,3,1,2.0,0.0
565,13240.0,1891.43,4771.0,116.0,1510.39,7,7.0,0.0,7.0,7.0,10.0,10,10,2,1,2,2,28.57,2.81,5.21,4.59,0.29,0.29,11.43,7.32,147,20,1,4,1.0,0.0
566,8172.0,1634.4,3117.0,60.0,1454.66,5,10.0,0.0,10.0,10.0,1.0,1,1,1,1,2,1,20.0,4.0,6.9,2.79,0.6,0.6,17.4,4.28,146,19,1,4,1.0,0.0
567,14278.0,2855.6,3867.0,2056.0,703.35,5,8.0,0.0,8.0,8.0,3.0,3,3,1,0,2,2,20.0,0.0,8.0,6.06,0.6,0.4,9.8,5.72,136,13,0,3,1.0,0.0
568,14330.0,2388.33,4984.0,11.0,1755.93,6,8.0,0.0,8.0,8.0,3.0,3,3,3,0,1,2,50.0,0.0,1.79,3.46,0.33,0.0,15.0,8.56,179,10,0,3,3.0,0.0
569,11112.0,2778.0,3741.0,527.0,1526.15,4,1.0,0.0,1.0,1.0,6.0,6,6,1,2,0,1,25.0,6.9,0.0,2.79,0.5,0.0,11.25,8.06,48,150,2,3,1.0,0.0
570,19371.0,2767.29,4514.0,458.0,1508.98,7,9.0,0.0,9.0,9.0,3.0,3,3,2,2,3,0,28.57,5.62,7.28,0.0,0.86,0.0,13.71,3.35,152,16,2,3,3.0,0.0
571,7321.0,3660.5,4096.0,3225.0,615.89,2,2.0,0.0,2.0,2.0,7.0,7,7,0,0,1,1,0.0,0.0,50.0,1.92,0.5,0.5,13.0,5.66,53,75,0,2,1.0,0.0
572,2123.0,2123.0,2123.0,2123.0,0.0,1,7.0,0.0,7.0,7.0,8.0,8,8,0,0,0,1,0.0,0.0,0.0,100.0,0.0,0.0,22.0,0.0,0,148,0,1,5.0,0.0
573,16093.0,4023.25,4857.0,2975.0,790.31,4,10.0,0.0,10.0,10.0,3.0,3,3,2,0,1,1,50.0,0.0,1.85,1.79,0.5,0.25,13.5,6.76,116,10,0,3,4.0,0.0
574,16535.0,4133.75,4897.0,2376.0,1180.07,4,10.0,0.0,10.0,10.0,9.0,9,9,2,1,0,1,50.0,1.85,0.0,1.79,0.5,0.75,17.0,4.55,93,19,1,3,3.0,0.0
575,21227.0,2653.38,4600.0,801.0,1313.27,8,5.0,0.0,5.0,5.0,1.0,1,1,3,2,3,0,37.5,4.4,6.01,0.0,0.38,0.12,11.25,8.08,193,11,2,3,2.0,0.0
576,14456.0,3614.0,4767.0,2805.0,878.52,4,4.0,0.0,4.0,4.0,3.0,3,3,1,2,0,1,25.0,6.9,0.0,2.79,0.25,0.0,10.75,8.38,104,73,2,3,1.0,0.0
577,13368.0,2673.6,3350.0,1487.0,926.88,5,1.0,0.0,1.0,1.0,3.0,3,3,2,1,1,1,40.0,2.22,2.12,2.03,0.4,0.2,14.0,6.32,143,6,1,4,4.0,0.0
578,6648.0,2216.0,2668.0,1518.0,613.2,3,1.0,0.0,1.0,1.0,7.0,7,7,0,2,0,1,0.0,66.67,0.0,1.44,0.0,0.0,7.67,9.29,168,17,2,2,5.0,0.0
579,20309.0,2538.62,4765.0,432.0,1457.54,8,3.0,0.0,3.0,3.0,5.0,5,5,3,2,2,1,37.5,4.4,4.01,1.85,0.25,0.12,12.62,8.45,204,2,2,4,2.0,0.0
580,11092.0,2773.0,4671.0,870.0,1649.61,4,1.0,0.0,1.0,1.0,4.0,4,4,3,0,0,1,75.0,0.0,0.0,1.27,0.75,0.0,13.0,4.9,173,17,0,2,4.0,0.0
581,11988.0,1712.57,3407.0,250.0,1275.91,7,8.0,0.0,8.0,8.0,2.0,2,2,3,1,2,1,42.86,2.01,3.86,1.79,0.29,0.43,13.57,6.11,161,27,1,4,4.0,0.0
582,7632.0,3816.0,4159.0,3473.0,485.08,2,3.0,0.0,3.0,3.0,7.0,7,7,1,0,0,1,50.0,0.0,0.0,1.92,0.5,0.0,8.5,7.78,51,15,0,2,1.0,0.0
583,20279.0,3379.83,4839.0,2075.0,1032.68,6,10.0,0.0,10.0,10.0,3.0,3,3,2,1,2,1,33.33,2.54,4.78,2.14,0.33,0.5,8.83,7.36,113,67,1,4,4.0,0.0
584,19940.0,2848.57,4638.0,798.0,1368.01,7,2.0,0.0,2.0,2.0,7.0,7,7,3,1,1,2,42.86,2.01,1.93,3.72,0.71,0.29,15.14,4.98,205,1,1,4,4.0,0.0
585,3035.0,1517.5,2472.0,563.0,1349.87,2,6.0,0.0,6.0,6.0,10.0,10,10,0,1,1,0,0.0,50.0,1.92,0.0,0.5,0.0,5.5,4.95,114,22,1,2,2.0,0.0
586,12796.0,2559.2,4456.0,391.0,1738.78,5,4.0,0.0,4.0,4.0,7.0,7,7,1,1,1,2,20.0,4.0,3.45,6.16,0.0,0.4,10.0,9.59,152,6,1,4,2.0,0.0
587,17793.0,2541.86,4104.0,837.0,1287.67,7,4.0,0.0,4.0,4.0,2.0,2,2,2,1,2,2,28.57,2.81,5.21,4.59,0.43,0.43,12.14,7.29,189,5,1,4,2.0,0.0
588,10806.0,3602.0,4072.0,2872.0,640.86,3,2.0,0.0,2.0,2.0,7.0,7,7,0,2,0,1,0.0,66.67,0.0,1.44,0.33,0.0,9.33,6.11,164,35,2,2,3.0,0.0
589,9702.0,3234.0,4109.0,2460.0,829.13,3,2.0,0.0,2.0,2.0,6.0,6,6,0,0,2,1,0.0,0.0,66.67,1.44,0.0,1.0,13.33,7.23,15,12,0,2,1.0,0.0
590,15685.0,1960.62,4380.0,477.0,1398.88,8,6.0,0.0,6.0,6.0,10.0,10,10,4,1,0,3,50.0,1.72,0.0,5.02,0.25,0.25,13.62,8.68,127,69,1,3,5.0,0.0
591,21291.0,3041.57,4691.0,1035.0,1228.62,7,5.0,0.0,5.0,5.0,4.0,4,4,2,2,1,2,28.57,5.62,2.43,4.59,0.29,0.29,14.29,7.87,195,10,2,4,3.0,0.0
592,7200.0,1800.0,3592.0,592.0,1450.28,4,9.0,0.0,9.0,9.0,5.0,5,5,0,1,2,1,0.0,25.0,6.9,2.79,0.0,0.5,16.0,7.7,153,47,1,3,1.0,0.0
593,6056.0,2018.67,2949.0,1258.0,858.17,3,4.0,0.0,4.0,4.0,8.0,8,8,0,0,1,2,0.0,0.0,33.33,5.51,0.0,0.0,20.67,3.21,126,56,0,2,5.0,0.0
594,16448.0,2741.33,4844.0,835.0,1655.38,6,5.0,0.0,5.0,5.0,5.0,5,5,1,1,2,2,16.67,4.41,7.39,5.8,0.5,0.33,14.5,7.09,164,1,1,4,2.0,0.0
595,7596.0,1899.0,3796.0,248.0,1491.79,4,1.0,0.0,1.0,1.0,3.0,3,3,4,0,0,0,100.0,0.0,0.0,0.0,0.5,0.25,6.25,6.08,112,78,0,1,2.0,0.0
596,13546.0,2257.67,4266.0,97.0,1520.27,6,2.0,0.0,2.0,2.0,2.0,2,2,2,1,1,2,33.33,2.54,2.39,4.52,0.5,0.0,7.5,4.51,157,50,1,4,3.0,0.0
597,10589.0,2647.25,4878.0,1261.0,1673.08,4,3.0,0.0,3.0,3.0,6.0,6,6,2,0,1,1,50.0,0.0,1.85,1.79,0.5,0.0,12.25,6.13,133,42,0,3,2.0,0.0
598,12403.0,2480.6,3634.0,1170.0,1109.11,5,5.0,0.0,5.0,5.0,6.0,6,6,0,2,1,2,0.0,40.0,2.22,4.24,0.0,0.4,10.2,10.06,153,5,2,3,2.0,0.0
599,13048.0,1631.0,4235.0,183.0,1253.08,8,5.0,0.0,5.0,5.0,7.0,7,7,3,2,1,2,37.5,4.4,2.0,3.85,0.5,0.25,16.5,4.31,158,31,2,4,1.0,0.0
600,6466.0,2155.33,3233.0,661.0,1335.67,3,4.0,0.0,4.0,4.0,8.0,8,8,3,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,11.36,16,21,0,1,5.0,0.0
601,5570.0,1856.67,3430.0,228.0,1601.72,3,10.0,0.0,10.0,10.0,4.0,4,4,0,1,0,2,0.0,33.33,0.0,5.51,0.33,0.33,12.33,7.23,30,54,1,2,4.0,0.0
602,3927.0,1309.0,2460.0,224.0,1119.46,3,3.0,0.0,3.0,3.0,8.0,8,8,0,1,2,0,0.0,33.33,5.51,0.0,0.0,0.0,6.33,2.08,126,38,1,2,4.0,0.0
603,13556.0,3389.0,4352.0,1724.0,1152.56,4,9.0,0.0,9.0,9.0,1.0,1,1,1,1,2,0,25.0,3.45,6.16,0.0,0.0,0.25,4.75,8.22,116,32,1,3,4.0,0.0
604,2598.0,866.0,2289.0,57.0,1236.21,3,1.0,0.0,1.0,1.0,6.0,6,6,0,1,1,1,0.0,33.33,2.75,2.56,0.0,0.33,10.33,9.29,150,45,1,3,1.0,0.0
605,5114.0,1022.8,3262.0,83.0,1289.18,5,6.0,0.0,6.0,6.0,6.0,6,6,2,2,1,0,40.0,4.44,2.02,0.0,0.6,0.0,16.8,4.55,108,11,2,3,4.0,0.0
606,11607.0,1934.5,4267.0,59.0,1647.14,6,7.0,0.0,7.0,7.0,3.0,3,3,1,2,3,0,16.67,8.82,9.53,0.0,0.33,0.0,12.83,6.24,188,1,2,3,2.0,0.0
607,7925.0,3962.5,4525.0,3400.0,795.5,2,10.0,0.0,10.0,10.0,9.0,9,9,0,1,1,0,0.0,50.0,1.92,0.0,1.0,0.5,15.0,1.41,3,27,1,2,3.0,0.0
608,7577.0,2525.67,3155.0,1962.0,599.2,3,4.0,0.0,4.0,4.0,5.0,5,5,1,1,0,1,33.33,2.75,0.0,2.56,0.0,0.67,4.67,2.31,94,111,1,3,3.0,0.0
609,5853.0,1951.0,3552.0,235.0,1661.49,3,10.0,0.0,10.0,10.0,1.0,1,1,1,1,1,0,33.33,2.75,2.56,0.0,0.33,0.67,6.33,7.51,137,51,1,3,3.0,0.0
610,24470.0,2718.89,4789.0,147.0,1436.8,9,3.0,0.0,3.0,3.0,7.0,7,7,2,3,2,2,22.22,9.61,4.9,4.37,0.22,0.22,10.89,7.88,125,38,3,4,1.0,0.0
611,11889.0,2972.25,4300.0,1254.0,1325.49,4,8.0,0.0,8.0,8.0,10.0,10,10,1,1,2,0,25.0,3.45,6.16,0.0,0.0,0.25,19.5,1.73,98,80,1,3,2.0,0.0
612,3002.0,1501.0,2041.0,961.0,763.68,2,9.0,0.0,9.0,9.0,3.0,3,3,0,1,1,0,0.0,50.0,1.92,0.0,0.0,0.0,12.0,9.9,43,161,1,2,5.0,0.0
613,16766.0,4191.5,4783.0,3020.0,795.91,4,1.0,0.0,1.0,1.0,10.0,10,10,1,2,0,1,25.0,6.9,0.0,2.79,0.5,0.0,8.75,6.95,97,72,2,3,2.0,0.0
614,17075.0,2134.38,4905.0,151.0,1694.99,8,10.0,0.0,10.0,10.0,10.0,10,10,3,1,1,3,37.5,2.2,2.1,6.02,0.25,0.62,10.88,7.95,149,41,1,4,4.0,0.0
615,6589.0,1647.25,3481.0,437.0,1393.06,4,9.0,0.0,9.0,9.0,4.0,4,4,0,1,0,3,0.0,25.0,0.0,10.34,0.25,0.0,9.25,7.14,127,7,1,2,4.0,0.0
616,7965.0,2655.0,4859.0,1547.0,1908.73,3,7.0,0.0,7.0,7.0,6.0,6,6,0,1,2,0,0.0,33.33,5.51,0.0,0.33,0.67,9.33,5.86,142,32,1,2,5.0,0.0
617,6746.0,1686.5,4816.0,93.0,2132.15,4,1.0,0.0,1.0,1.0,8.0,8,8,2,2,0,0,50.0,3.7,0.0,0.0,0.5,0.75,10.75,6.6,180,13,2,2,1.0,0.0
618,27892.0,3984.57,4949.0,1759.0,1138.43,7,7.0,0.0,7.0,7.0,4.0,4,4,4,1,2,0,57.14,1.56,3.04,0.0,0.57,0.43,10.86,6.64,163,41,1,3,4.0,0.0
619,7293.0,2431.0,4112.0,249.0,1979.63,3,5.0,0.0,5.0,5.0,9.0,9,9,0,2,1,0,0.0,66.67,1.44,0.0,0.33,0.0,19.0,3.61,32,109,2,2,1.0,0.0
620,14011.0,1751.38,3789.0,148.0,1486.93,8,10.0,0.0,10.0,10.0,8.0,8,8,2,0,5,1,25.0,0.0,15.15,2.08,0.12,0.38,13.5,8.04,152,45,0,3,3.0,0.0
621,12578.0,2515.6,4733.0,830.0,1583.45,5,7.0,0.0,7.0,7.0,10.0,10,10,1,0,4,0,20.0,0.0,16.0,0.0,0.0,0.2,9.4,6.02,81,107,0,2,3.0,0.0
622,9288.0,3096.0,3954.0,2504.0,760.72,3,9.0,0.0,9.0,9.0,10.0,10,10,0,0,3,0,0.0,0.0,100.0,0.0,0.33,0.0,5.33,6.66,97,4,0,1,4.0,0.0
623,14322.0,2864.4,4621.0,532.0,2105.0,5,8.0,0.0,8.0,8.0,6.0,6,6,1,2,2,0,20.0,8.0,6.06,0.0,0.4,0.0,18.0,5.15,140,57,2,3,1.0,0.0
624,4398.0,1466.0,3247.0,494.0,1544.54,3,6.0,0.0,6.0,6.0,7.0,7,7,0,1,2,0,0.0,33.33,5.51,0.0,0.67,0.0,13.0,5.29,86,51,1,2,4.0,0.0
625,20308.0,2538.5,4814.0,444.0,1759.25,8,2.0,0.0,2.0,2.0,8.0,8,8,0,0,7,1,0.0,0.0,87.5,1.05,0.12,0.12,15.12,8.17,137,10,0,2,3.0,0.0
626,17690.0,2527.14,4134.0,1115.0,993.64,7,8.0,0.0,8.0,8.0,2.0,2,2,1,2,1,3,14.29,9.39,3.26,8.84,0.57,0.29,12.71,5.06,182,25,2,4,3.0,0.0
627,14190.0,2027.14,3909.0,1080.0,1021.5,7,4.0,0.0,4.0,4.0,5.0,5,5,3,1,1,2,42.86,2.01,1.93,3.72,0.57,0.43,12.14,6.62,163,13,1,4,4.0,0.0
628,13748.0,3437.0,4748.0,1977.0,1252.0,4,8.0,0.0,8.0,8.0,7.0,7,7,0,2,1,1,0.0,50.0,1.85,1.79,0.25,0.25,5.0,5.35,158,10,2,3,2.0,0.0
629,8584.0,1716.8,4155.0,508.0,1476.11,5,7.0,0.0,7.0,7.0,8.0,8,8,1,0,2,2,20.0,0.0,8.0,6.06,0.2,0.4,16.2,4.92,190,4,0,3,4.0,0.0
630,5663.0,1887.67,3195.0,145.0,1570.91,3,4.0,0.0,4.0,4.0,5.0,5,5,0,0,1,2,0.0,0.0,33.33,5.51,0.67,0.0,16.33,6.51,67,28,0,2,3.0,0.0
631,6444.0,3222.0,4713.0,1731.0,2108.59,2,8.0,0.0,8.0,8.0,3.0,3,3,0,1,1,0,0.0,50.0,1.92,0.0,0.0,1.0,12.5,13.44,127,75,1,2,5.0,0.0
632,10357.0,2589.25,4692.0,299.0,2335.78,4,2.0,0.0,2.0,2.0,6.0,6,6,0,0,2,2,0.0,0.0,50.0,3.7,0.25,0.0,6.25,5.97,107,64,0,2,3.0,0.0
