Customer_ID,Total_Spending,Avg_Transaction_Amount,Max_Transaction,Min_Transaction,Std_Transaction_Amount,Median_Transaction,Transaction_Count,Avg_Satisfaction,Std_Satisfaction,Min_Satisfaction,Max_Satisfaction,Avg_Likelihood_to_Recommend,Min_Likelihood,Max_Likelihood,Avg_Feedback_Sentiment,Std_Feedback_Sentiment,Pct_Business_Hours,Pct_Weekend_Transactions,Pct_Morning_Transactions,Pct_Evening_Transactions,Avg_Hour_of_Day,Std_Hour_of_Day,Count_Bill Payment,Count_Investment,Count_Loan Payment,Count_Purchase,Primary_Income_Group
550,12162.0,2432.4,3252.0,1080.0,809.59,2576.0,5,4.0,0.0,4.0,4.0,9.0,9,9,4.0,0.0,0.4,0.0,0.6,0.0,7.8,4.15,3,0,1,1,Medium
551,820.0,820.0,820.0,820.0,,820.0,1,2.0,,2.0,2.0,10.0,10,10,2.0,,0.0,0.0,0.0,0.0,3.0,,0,0,1,0,Low
552,10923.0,2730.75,3759.0,1046.0,1268.7,3059.0,4,1.0,0.0,1.0,1.0,8.0,8,8,5.0,0.0,0.5,0.5,0.25,0.5,16.5,5.69,1,0,0,3,Medium
553,8231.0,2057.75,4319.0,400.0,1892.85,1756.0,4,6.0,0.0,6.0,6.0,9.0,9,9,4.0,0.0,0.5,0.25,0.5,0.25,12.75,5.12,0,1,1,2,Medium
554,8542.0,4271.0,4525.0,4017.0,359.21,4271.0,2,9.0,0.0,9.0,9.0,5.0,5,5,2.0,0.0,0.5,0.0,0.0,0.5,17.0,7.07,0,1,1,0,Medium
555,15942.0,2657.0,4271.0,582.0,1408.87,2929.0,6,10.0,0.0,10.0,10.0,5.0,5,5,4.0,0.0,0.67,0.17,0.17,0.0,11.83,5.38,1,2,3,0,Medium
556,2167.0,2167.0,2167.0,2167.0,,2167.0,1,5.0,,5.0,5.0,7.0,7,7,4.0,,0.0,0.0,1.0,0.0,8.0,,0,0,1,0,Low
557,19825.0,2478.12,3605.0,401.0,1097.64,2822.0,8,2.0,0.0,2.0,2.0,7.0,7,7,4.0,0.0,0.62,0.12,0.38,0.12,11.62,6.02,1,1,3,3,High
558,3448.0,1149.33,1813.0,403.0,708.63,1232.0,3,1.0,0.0,1.0,1.0,1.0,1,1,3.0,0.0,0.33,0.0,0.67,0.0,10.33,4.93,0,1,0,2,Low
559,13937.0,3484.25,4919.0,2460.0,1105.47,3279.0,4,6.0,0.0,6.0,6.0,5.0,5,5,1.0,0.0,0.5,0.25,0.5,0.25,12.5,5.51,0,2,2,0,Medium
560,13417.0,2236.17,3490.0,171.0,1563.61,2999.5,6,4.0,0.0,4.0,4.0,8.0,8,8,3.0,0.0,0.33,0.17,0.33,0.17,8.33,6.77,1,1,3,1,Medium
561,10949.0,1824.83,3548.0,865.0,1053.18,1484.5,6,7.0,0.0,7.0,7.0,7.0,7,7,2.0,0.0,0.17,0.33,0.33,0.33,13.67,7.37,0,1,3,2,Medium
562,14001.0,2333.5,3950.0,1242.0,1137.02,2013.5,6,9.0,0.0,9.0,9.0,2.0,2,2,3.0,0.0,0.33,0.17,0.17,0.33,11.0,8.2,1,2,1,2,Medium
563,9270.0,3090.0,4509.0,1756.0,1378.47,3005.0,3,8.0,0.0,8.0,8.0,8.0,8,8,3.0,0.0,0.0,1.0,0.33,0.0,8.33,8.08,1,1,1,0,Medium
564,4292.0,1430.67,2578.0,459.0,1070.37,1255.0,3,9.0,0.0,9.0,9.0,2.0,2,2,2.0,0.0,0.33,0.33,0.0,0.67,17.67,3.21,0,3,0,0,Low
565,13240.0,1891.43,4771.0,116.0,1510.39,1370.0,7,7.0,0.0,7.0,7.0,10.0,10,10,1.0,0.0,0.29,0.29,0.29,0.29,11.43,7.32,2,1,2,2,Medium
566,8172.0,1634.4,3117.0,60.0,1454.66,1728.0,5,10.0,0.0,10.0,10.0,1.0,1,1,1.0,0.0,0.6,0.6,0.0,0.4,17.4,4.28,1,1,2,1,Medium
567,14278.0,2855.6,3867.0,2056.0,703.35,2680.0,5,8.0,0.0,8.0,8.0,3.0,3,3,1.0,0.0,0.6,0.4,0.6,0.0,9.8,5.72,1,0,2,2,Medium
568,14330.0,2388.33,4984.0,11.0,1755.93,1915.5,6,8.0,0.0,8.0,8.0,3.0,3,3,3.0,0.0,0.33,0.0,0.17,0.5,15.0,8.56,3,0,1,2,Medium
569,11112.0,2778.0,3741.0,527.0,1526.15,3422.0,4,1.0,0.0,1.0,1.0,6.0,6,6,1.0,0.0,0.5,0.0,0.25,0.25,11.25,8.06,1,2,0,1,Medium
570,19371.0,2767.29,4514.0,458.0,1508.98,3104.0,7,9.0,0.0,9.0,9.0,3.0,3,3,3.0,0.0,0.86,0.0,0.29,0.14,13.71,3.35,2,2,3,0,High
571,7321.0,3660.5,4096.0,3225.0,615.89,3660.5,2,2.0,0.0,2.0,2.0,7.0,7,7,1.0,0.0,0.5,0.5,0.5,0.0,13.0,5.66,0,0,1,1,Low
572,2123.0,2123.0,2123.0,2123.0,,2123.0,1,7.0,,7.0,7.0,8.0,8,8,5.0,,0.0,0.0,0.0,1.0,22.0,,0,0,0,1,Low
573,16093.0,4023.25,4857.0,2975.0,790.31,4130.5,4,10.0,0.0,10.0,10.0,3.0,3,3,4.0,0.0,0.5,0.25,0.0,0.25,13.5,6.76,2,0,1,1,Medium
574,16535.0,4133.75,4897.0,2376.0,1180.07,4631.0,4,10.0,0.0,10.0,10.0,9.0,9,9,3.0,0.0,0.5,0.75,0.25,0.5,17.0,4.55,2,1,0,1,High
575,21227.0,2653.38,4600.0,801.0,1313.27,2377.5,8,5.0,0.0,5.0,5.0,1.0,1,1,2.0,0.0,0.38,0.12,0.25,0.25,11.25,8.08,3,2,3,0,High
576,14456.0,3614.0,4767.0,2805.0,878.52,3442.0,4,4.0,0.0,4.0,4.0,3.0,3,3,1.0,0.0,0.25,0.0,0.25,0.25,10.75,8.38,1,2,0,1,Medium
577,13368.0,2673.6,3350.0,1487.0,926.88,3336.0,5,1.0,0.0,1.0,1.0,3.0,3,3,4.0,0.0,0.4,0.2,0.0,0.2,14.0,6.32,2,1,1,1,Medium
578,6648.0,2216.0,2668.0,1518.0,613.2,2462.0,3,1.0,0.0,1.0,1.0,7.0,7,7,5.0,0.0,0.0,0.0,0.0,0.33,7.67,9.29,0,2,0,1,Low
579,20309.0,2538.62,4765.0,432.0,1457.54,2815.5,8,3.0,0.0,3.0,3.0,5.0,5,5,2.0,0.0,0.25,0.12,0.12,0.5,12.62,8.45,3,2,2,1,High
580,11092.0,2773.0,4671.0,870.0,1649.61,2775.5,4,1.0,0.0,1.0,1.0,4.0,4,4,4.0,0.0,0.75,0.0,0.5,0.25,13.0,4.9,3,0,0,1,Medium
581,11988.0,1712.57,3407.0,250.0,1275.91,1411.0,7,8.0,0.0,8.0,8.0,2.0,2,2,4.0,0.0,0.29,0.43,0.14,0.14,13.57,6.11,3,1,2,1,Medium
582,7632.0,3816.0,4159.0,3473.0,485.08,3816.0,2,3.0,0.0,3.0,3.0,7.0,7,7,1.0,0.0,0.5,0.0,0.0,0.0,8.5,7.78,1,0,0,1,Low
583,20279.0,3379.83,4839.0,2075.0,1032.68,3220.0,6,10.0,0.0,10.0,10.0,3.0,3,3,4.0,0.0,0.33,0.5,0.33,0.17,8.83,7.36,2,1,2,1,High
584,19940.0,2848.57,4638.0,798.0,1368.01,2885.0,7,2.0,0.0,2.0,2.0,7.0,7,7,4.0,0.0,0.71,0.29,0.29,0.29,15.14,4.98,3,1,1,2,High
585,3035.0,1517.5,2472.0,563.0,1349.87,1517.5,2,6.0,0.0,6.0,6.0,10.0,10,10,2.0,0.0,0.5,0.0,0.5,0.0,5.5,4.95,0,1,1,0,Low
586,12796.0,2559.2,4456.0,391.0,1738.78,2854.0,5,4.0,0.0,4.0,4.0,7.0,7,7,2.0,0.0,0.0,0.4,0.2,0.4,10.0,9.59,1,1,1,2,Medium
587,17793.0,2541.86,4104.0,837.0,1287.67,2460.0,7,4.0,0.0,4.0,4.0,2.0,2,2,2.0,0.0,0.43,0.43,0.29,0.29,12.14,7.29,2,1,2,2,High
588,10806.0,3602.0,4072.0,2872.0,640.86,3862.0,3,2.0,0.0,2.0,2.0,7.0,7,7,3.0,0.0,0.33,0.0,0.33,0.0,9.33,6.11,0,2,0,1,Medium
589,9702.0,3234.0,4109.0,2460.0,829.13,3133.0,3,2.0,0.0,2.0,2.0,6.0,6,6,1.0,0.0,0.0,1.0,0.0,0.33,13.33,7.23,0,0,2,1,Medium
590,15685.0,1960.62,4380.0,477.0,1398.88,1645.0,8,6.0,0.0,6.0,6.0,10.0,10,10,5.0,0.0,0.25,0.25,0.0,0.25,13.62,8.68,4,1,0,3,Medium
591,21291.0,3041.57,4691.0,1035.0,1228.62,2876.0,7,5.0,0.0,5.0,5.0,4.0,4,4,3.0,0.0,0.29,0.29,0.14,0.43,14.29,7.87,2,2,1,2,High
592,7200.0,1800.0,3592.0,592.0,1450.28,1508.0,4,9.0,0.0,9.0,9.0,5.0,5,5,1.0,0.0,0.0,0.5,0.0,0.75,16.0,7.7,0,1,2,1,Low
593,6056.0,2018.67,2949.0,1258.0,858.17,1849.0,3,4.0,0.0,4.0,4.0,8.0,8,8,5.0,0.0,0.0,0.0,0.0,0.67,20.67,3.21,0,0,1,2,Low
594,16448.0,2741.33,4844.0,835.0,1655.38,2334.5,6,5.0,0.0,5.0,5.0,5.0,5,5,2.0,0.0,0.5,0.33,0.0,0.33,14.5,7.09,1,1,2,2,Medium
595,7596.0,1899.0,3796.0,248.0,1491.79,1776.0,4,1.0,0.0,1.0,1.0,3.0,3,3,2.0,0.0,0.5,0.25,0.25,0.0,6.25,6.08,4,0,0,0,Low
596,13546.0,2257.67,4266.0,97.0,1520.27,2157.0,6,2.0,0.0,2.0,2.0,2.0,2,2,3.0,0.0,0.5,0.0,0.5,0.0,7.5,4.51,2,1,1,2,Medium
597,10589.0,2647.25,4878.0,1261.0,1673.08,2225.0,4,3.0,0.0,3.0,3.0,6.0,6,6,2.0,0.0,0.5,0.0,0.0,0.25,12.25,6.13,2,0,1,1,Medium
598,12403.0,2480.6,3634.0,1170.0,1109.11,2358.0,5,5.0,0.0,5.0,5.0,6.0,6,6,2.0,0.0,0.0,0.4,0.0,0.4,10.2,10.06,0,2,1,2,Medium
599,13048.0,1631.0,4235.0,183.0,1253.08,1577.0,8,5.0,0.0,5.0,5.0,7.0,7,7,1.0,0.0,0.5,0.25,0.25,0.38,16.5,4.31,3,2,1,2,Medium
600,6466.0,2155.33,3233.0,661.0,1335.67,2572.0,3,4.0,0.0,4.0,4.0,8.0,8,8,5.0,0.0,0.0,0.0,0.0,0.33,9.0,11.36,3,0,0,0,Low
601,5570.0,1856.67,3430.0,228.0,1601.72,1912.0,3,10.0,0.0,10.0,10.0,4.0,4,4,4.0,0.0,0.33,0.33,0.0,0.0,12.33,7.23,0,1,0,2,Low
602,3927.0,1309.0,2460.0,224.0,1119.46,1243.0,3,3.0,0.0,3.0,3.0,8.0,8,8,4.0,0.0,0.0,0.0,0.67,0.0,6.33,2.08,0,1,2,0,Low
603,13556.0,3389.0,4352.0,1724.0,1152.56,3740.0,4,9.0,0.0,9.0,9.0,1.0,1,1,4.0,0.0,0.0,0.25,0.0,0.0,4.75,8.22,1,1,2,0,Medium
604,2598.0,866.0,2289.0,57.0,1236.21,252.0,3,1.0,0.0,1.0,1.0,6.0,6,6,1.0,0.0,0.0,0.33,0.33,0.33,10.33,9.29,0,1,1,1,Low
605,5114.0,1022.8,3262.0,83.0,1289.18,677.0,5,6.0,0.0,6.0,6.0,6.0,6,6,4.0,0.0,0.6,0.0,0.2,0.4,16.8,4.55,2,2,1,0,Low
606,11607.0,1934.5,4267.0,59.0,1647.14,1848.0,6,7.0,0.0,7.0,7.0,3.0,3,3,2.0,0.0,0.33,0.0,0.17,0.17,12.83,6.24,1,2,3,0,Medium
607,7925.0,3962.5,4525.0,3400.0,795.5,3962.5,2,10.0,0.0,10.0,10.0,9.0,9,9,3.0,0.0,1.0,0.5,0.0,0.0,15.0,1.41,0,1,1,0,Medium
608,7577.0,2525.67,3155.0,1962.0,599.2,2460.0,3,4.0,0.0,4.0,4.0,5.0,5,5,3.0,0.0,0.0,0.67,0.67,0.0,4.67,2.31,1,1,0,1,Low
609,5853.0,1951.0,3552.0,235.0,1661.49,2066.0,3,10.0,0.0,10.0,10.0,1.0,1,1,3.0,0.0,0.33,0.67,0.0,0.0,6.33,7.51,1,1,1,0,Low
610,24470.0,2718.89,4789.0,147.0,1436.8,2460.0,9,3.0,0.0,3.0,3.0,7.0,7,7,1.0,0.0,0.22,0.22,0.11,0.22,10.89,7.88,2,3,2,2,High
611,11889.0,2972.25,4300.0,1254.0,1325.49,3167.5,4,8.0,0.0,8.0,8.0,10.0,10,10,2.0,0.0,0.0,0.25,0.0,1.0,19.5,1.73,1,1,2,0,Medium
612,3002.0,1501.0,2041.0,961.0,763.68,1501.0,2,9.0,0.0,9.0,9.0,3.0,3,3,5.0,0.0,0.0,0.0,0.0,0.5,12.0,9.9,0,1,1,0,Low
613,16766.0,4191.5,4783.0,3020.0,795.91,4481.5,4,1.0,0.0,1.0,1.0,10.0,10,10,2.0,0.0,0.5,0.0,0.0,0.0,8.75,6.95,1,2,0,1,High
614,17075.0,2134.38,4905.0,151.0,1694.99,2034.0,8,10.0,0.0,10.0,10.0,10.0,10,10,4.0,0.0,0.25,0.62,0.12,0.25,10.88,7.95,3,1,1,3,High
615,6589.0,1647.25,3481.0,437.0,1393.06,1335.5,4,9.0,0.0,9.0,9.0,4.0,4,4,4.0,0.0,0.25,0.0,0.25,0.0,9.25,7.14,0,1,0,3,Low
616,7965.0,2655.0,4859.0,1547.0,1908.73,1559.0,3,7.0,0.0,7.0,7.0,6.0,6,6,5.0,0.0,0.33,0.67,0.33,0.0,9.33,5.86,0,1,2,0,Medium
617,6746.0,1686.5,4816.0,93.0,2132.15,918.5,4,1.0,0.0,1.0,1.0,8.0,8,8,1.0,0.0,0.5,0.75,0.25,0.25,10.75,6.6,2,2,0,0,Low
618,27892.0,3984.57,4949.0,1759.0,1138.43,4360.0,7,7.0,0.0,7.0,7.0,4.0,4,4,4.0,0.0,0.57,0.43,0.14,0.14,10.86,6.64,4,1,2,0,High
619,7293.0,2431.0,4112.0,249.0,1979.63,2932.0,3,5.0,0.0,5.0,5.0,9.0,9,9,1.0,0.0,0.33,0.0,0.0,0.67,19.0,3.61,0,2,1,0,Low
620,14011.0,1751.38,3789.0,148.0,1486.93,1138.5,8,10.0,0.0,10.0,10.0,8.0,8,8,3.0,0.0,0.12,0.38,0.12,0.38,13.5,8.04,2,0,5,1,Medium
621,12578.0,2515.6,4733.0,830.0,1583.45,1843.0,5,7.0,0.0,7.0,7.0,10.0,10,10,3.0,0.0,0.0,0.2,0.6,0.2,9.4,6.02,1,0,4,0,Medium
622,9288.0,3096.0,3954.0,2504.0,760.72,2830.0,3,9.0,0.0,9.0,9.0,10.0,10,10,4.0,0.0,0.33,0.0,0.0,0.0,5.33,6.66,0,0,3,0,Medium
623,14322.0,2864.4,4621.0,532.0,2105.0,4223.0,5,8.0,0.0,8.0,8.0,6.0,6,6,1.0,0.0,0.4,0.0,0.2,0.6,18.0,5.15,1,2,2,0,Medium
624,4398.0,1466.0,3247.0,494.0,1544.54,657.0,3,6.0,0.0,6.0,6.0,7.0,7,7,4.0,0.0,0.67,0.0,0.67,0.33,13.0,5.29,0,1,2,0,Low
625,20308.0,2538.5,4814.0,444.0,1759.25,2449.0,8,2.0,0.0,2.0,2.0,8.0,8,8,3.0,0.0,0.12,0.12,0.0,0.5,15.12,8.17,0,0,7,1,High
626,17690.0,2527.14,4134.0,1115.0,993.64,2460.0,7,8.0,0.0,8.0,8.0,2.0,2,2,3.0,0.0,0.57,0.29,0.14,0.14,12.71,5.06,1,2,1,3,High
627,14190.0,2027.14,3909.0,1080.0,1021.5,1712.0,7,4.0,0.0,4.0,4.0,5.0,5,5,4.0,0.0,0.57,0.43,0.29,0.29,12.14,6.62,3,1,1,2,Medium
628,13748.0,3437.0,4748.0,1977.0,1252.0,3511.5,4,8.0,0.0,8.0,8.0,7.0,7,7,2.0,0.0,0.25,0.25,0.5,0.0,5.0,5.35,0,2,1,1,Medium
629,8584.0,1716.8,4155.0,508.0,1476.11,1008.0,5,7.0,0.0,7.0,7.0,8.0,8,8,4.0,0.0,0.2,0.4,0.2,0.4,16.2,4.92,1,0,2,2,Medium
630,5663.0,1887.67,3195.0,145.0,1570.91,2323.0,3,4.0,0.0,4.0,4.0,5.0,5,5,3.0,0.0,0.67,0.0,0.33,0.33,16.33,6.51,0,0,1,2,Low
631,6444.0,3222.0,4713.0,1731.0,2108.59,3222.0,2,8.0,0.0,8.0,8.0,3.0,3,3,5.0,0.0,0.0,1.0,0.0,0.5,12.5,13.44,0,1,1,0,Low
632,10357.0,2589.25,4692.0,299.0,2335.78,2683.0,4,2.0,0.0,2.0,2.0,6.0,6,6,3.0,0.0,0.25,0.0,0.0,0.0,6.25,5.97,0,0,2,2,Medium
633,11978.0,2395.6,4315.0,891.0,1227.85,2226.0,5,9.0,0.0,9.0,9.0,5.0,5,5,3.0,0.0,0.4,0.8,0.4,0.0,6.6,6.62,1,2,2,0,Medium
634,13732.0,3433.0,4950.0,1537.0,1412.77,3622.5,4,6.0,0.0,6.0,6.0,8.0,8,8,3.0,0.0,0.5,0.0,0.25,0.25,15.5,3.11,2,1,0,1,Medium
635,6677.0,1669.25,2856.0,399.0,1004.56,1711.0,4,7.0,0.0,7.0,7.0,9.0,9,9,2.0,0.0,0.0,0.5,0.0,0.5,14.25,9.64,2,0,0,2,Low
636,5858.0,1952.67,2955.0,443.0,1330.63,2460.0,3,10.0,0.0,10.0,10.0,9.0,9,9,1.0,0.0,0.33,0.0,0.33,0.67,17.33,7.23,2,1,0,0,Low
637,7815.0,2605.0,3227.0,1655.0,835.75,2933.0,3,1.0,0.0,1.0,1.0,6.0,6,6,4.0,0.0,0.0,0.33,0.0,0.33,14.0,8.89,2,0,1,0,Medium
638,9274.0,2318.5,3532.0,1257.0,1004.0,2242.5,4,3.0,0.0,3.0,3.0,4.0,4,4,1.0,0.0,0.25,0.5,1.0,0.0,7.5,2.38,1,0,1,2,Medium
639,14355.0,2050.71,3659.0,759.0,1158.36,1664.0,7,10.0,0.0,10.0,10.0,4.0,4,4,1.0,0.0,0.43,0.57,0.29,0.29,11.0,8.31,2,2,2,1,Medium
640,15154.0,2525.67,4524.0,1020.0,1190.89,2286.0,6,5.0,0.0,5.0,5.0,9.0,9,9,1.0,0.0,0.5,0.33,0.0,0.17,11.33,6.38,1,3,1,1,Medium
641,16720.0,3344.0,3897.0,3088.0,339.01,3217.0,5,7.0,0.0,7.0,7.0,4.0,4,4,4.0,0.0,0.6,0.0,0.4,0.2,13.6,4.04,0,0,4,1,High
642,2524.0,1262.0,1448.0,1076.0,263.04,1262.0,2,1.0,0.0,1.0,1.0,8.0,8,8,4.0,0.0,0.0,0.0,0.5,0.5,14.0,8.49,0,1,1,0,Low
643,8432.0,1686.4,3226.0,111.0,1191.92,1405.0,5,9.0,0.0,9.0,9.0,9.0,9,9,2.0,0.0,0.2,0.4,0.2,0.4,10.8,9.36,0,0,2,3,Medium
644,14752.0,2458.67,4688.0,1160.0,1622.91,1609.5,6,5.0,0.0,5.0,5.0,5.0,5,5,1.0,0.0,0.33,0.0,0.0,0.33,17.67,4.18,1,1,3,1,Medium
645,5990.0,1198.0,2748.0,348.0,1058.74,647.0,5,3.0,0.0,3.0,3.0,6.0,6,6,2.0,0.0,0.0,0.4,0.2,0.4,10.6,8.91,2,2,1,0,Low
646,17128.0,2446.86,4485.0,1096.0,1258.06,1791.0,7,7.0,0.0,7.0,7.0,3.0,3,3,3.0,0.0,0.57,0.43,0.0,0.0,8.71,5.41,2,0,1,4,High
647,11149.0,1858.17,4627.0,37.0,2042.83,799.5,6,10.0,0.0,10.0,10.0,5.0,5,5,4.0,0.0,0.33,0.0,0.17,0.17,10.0,7.8,2,1,2,1,Medium
648,12055.0,2411.0,4383.0,666.0,1561.05,2628.0,5,8.0,0.0,8.0,8.0,5.0,5,5,2.0,0.0,0.4,0.2,0.8,0.0,9.0,3.74,2,1,0,2,Medium
649,29765.0,2705.91,7315.0,409.0,1804.43,2561.0,11,10.0,0.0,10.0,10.0,2.0,2,2,1.0,0.0,0.09,0.64,0.0,0.36,12.09,8.77,4,3,1,3,High
650,3016.0,1005.33,2120.0,132.0,1015.73,764.0,3,10.0,0.0,10.0,10.0,10.0,10,10,4.0,0.0,0.67,0.0,0.67,0.0,10.0,2.65,0,1,1,1,Low
651,6215.0,2071.67,3960.0,1033.0,1638.07,1222.0,3,3.0,0.0,3.0,3.0,6.0,6,6,4.0,0.0,0.0,0.67,0.67,0.33,10.67,7.23,1,2,0,0,Low
652,10844.0,2168.8,3378.0,804.0,942.71,2110.0,5,7.0,0.0,7.0,7.0,9.0,9,9,3.0,0.0,0.4,0.0,0.2,0.0,12.0,7.14,1,1,1,2,Medium
653,9659.0,3219.67,4942.0,1560.0,1691.87,3157.0,3,7.0,0.0,7.0,7.0,7.0,7,7,2.0,0.0,0.0,0.0,0.33,0.67,17.0,7.94,1,0,1,1,Medium
654,12576.0,2096.0,4687.0,348.0,1838.98,1513.5,6,4.0,0.0,4.0,4.0,8.0,8,8,1.0,0.0,0.17,0.67,0.17,0.33,11.33,7.63,1,2,1,2,Medium
655,9145.0,2286.25,4388.0,205.0,2235.6,2276.0,4,10.0,0.0,10.0,10.0,2.0,2,2,1.0,0.0,0.0,0.25,0.25,0.25,8.0,7.75,1,2,0,1,Medium
656,15449.0,3089.8,4100.0,574.0,1425.89,3534.0,5,9.0,0.0,9.0,9.0,9.0,9,9,2.0,0.0,0.0,0.0,0.2,0.4,14.0,9.0,1,2,1,1,Medium
657,11565.0,2313.0,4949.0,631.0,1748.7,1999.0,5,1.0,0.0,1.0,1.0,3.0,3,3,4.0,0.0,0.0,0.4,0.2,0.6,13.6,9.56,1,1,1,2,Medium
658,10600.0,2120.0,4059.0,324.0,1491.44,2460.0,5,1.0,0.0,1.0,1.0,10.0,10,10,2.0,0.0,0.2,0.2,0.0,0.4,11.4,9.94,1,2,0,2,Medium
659,12733.0,1819.0,3119.0,586.0,920.02,1881.0,7,5.0,0.0,5.0,5.0,5.0,5,5,5.0,0.0,0.29,0.14,0.14,0.29,11.71,8.04,3,1,2,1,Medium
660,6042.0,2014.0,3671.0,135.0,1778.42,2236.0,3,6.0,0.0,6.0,6.0,7.0,7,7,5.0,0.0,0.0,0.0,0.0,0.0,2.33,2.08,0,1,0,2,Low
661,5385.0,1346.25,1920.0,850.0,547.01,1307.5,4,10.0,0.0,10.0,10.0,4.0,4,4,1.0,0.0,1.0,0.0,0.25,0.0,13.0,2.71,3,0,0,1,Low
662,7925.0,3962.5,4222.0,3703.0,366.99,3962.5,2,9.0,0.0,9.0,9.0,7.0,7,7,3.0,0.0,0.5,0.0,0.0,0.5,17.5,6.36,0,0,2,0,Medium
663,8720.0,1744.0,2849.0,141.0,1092.21,2074.0,5,5.0,0.0,5.0,5.0,8.0,8,8,1.0,0.0,0.4,0.2,0.4,0.2,10.2,7.46,0,2,1,2,Medium
664,19818.0,2831.14,4980.0,117.0,1995.68,2221.0,7,7.0,0.0,7.0,7.0,10.0,10,10,1.0,0.0,0.43,0.29,0.43,0.14,10.86,5.11,3,2,1,1,High
665,8105.0,2701.67,4986.0,549.0,2221.43,2570.0,3,1.0,0.0,1.0,1.0,10.0,10,10,2.0,0.0,0.33,0.67,0.0,0.33,17.33,1.53,1,1,1,0,Medium
666,10534.0,2633.5,3999.0,919.0,1348.15,2808.0,4,2.0,0.0,2.0,2.0,4.0,4,4,3.0,0.0,0.75,0.5,0.25,0.0,12.75,3.4,1,2,1,0,Medium
667,11613.0,1935.5,3968.0,378.0,1446.29,1351.5,6,4.0,0.0,4.0,4.0,5.0,5,5,5.0,0.0,0.33,0.5,0.0,0.17,9.83,7.7,1,1,2,2,Medium
668,4688.0,1562.67,3058.0,637.0,1307.17,993.0,3,9.0,0.0,9.0,9.0,3.0,3,3,3.0,0.0,1.0,0.33,0.0,0.0,12.67,1.15,0,1,1,1,Low
669,8914.0,1273.43,3195.0,57.0,1068.12,1364.0,7,5.0,0.0,5.0,5.0,5.0,5,5,4.0,0.0,0.29,0.14,0.29,0.14,6.57,6.75,2,1,2,2,Medium
670,20177.0,2522.12,4847.0,1024.0,1233.8,2296.5,8,5.0,0.0,5.0,5.0,8.0,8,8,4.0,0.0,0.75,0.38,0.25,0.12,13.62,4.27,3,0,3,2,High
671,10856.0,1809.33,3142.0,28.0,1046.27,2027.0,6,9.0,0.0,9.0,9.0,3.0,3,3,2.0,0.0,0.17,0.33,0.17,0.33,9.83,8.98,1,1,2,2,Medium
672,2238.0,1119.0,1873.0,365.0,1066.32,1119.0,2,8.0,0.0,8.0,8.0,5.0,5,5,3.0,0.0,0.0,0.5,0.5,0.0,4.5,3.54,0,0,0,2,Low
673,9718.0,2429.5,3749.0,1370.0,991.45,2299.5,4,2.0,0.0,2.0,2.0,10.0,10,10,4.0,0.0,0.75,0.75,0.0,0.25,14.75,3.4,0,2,2,0,Medium
674,8925.0,2231.25,3187.0,1000.0,1069.8,2369.0,4,7.0,0.0,7.0,7.0,1.0,1,1,1.0,0.0,0.25,0.0,0.0,0.75,19.25,4.99,0,1,1,2,Medium
675,11196.0,1866.0,3682.0,345.0,1501.53,1477.5,6,1.0,0.0,1.0,1.0,2.0,2,2,1.0,0.0,0.5,0.17,0.17,0.17,9.5,8.14,1,2,2,1,Medium
676,13983.0,2796.6,4015.0,1005.0,1256.59,2976.0,5,10.0,0.0,10.0,10.0,3.0,3,3,1.0,0.0,0.6,0.2,0.6,0.2,11.6,5.03,1,2,1,1,Medium
677,12107.0,2421.4,4845.0,1260.0,1426.92,1795.0,5,9.0,0.0,9.0,9.0,1.0,1,1,3.0,0.0,0.2,0.2,0.0,0.4,10.8,9.93,3,1,0,1,Medium
678,22227.0,3704.5,4645.0,2460.0,1003.65,3957.0,6,3.0,0.0,3.0,3.0,9.0,9,9,2.0,0.0,0.33,0.33,0.33,0.17,11.5,6.02,1,0,2,3,High
679,14185.0,2837.0,3906.0,1419.0,1004.91,2710.0,5,2.0,0.0,2.0,2.0,9.0,9,9,4.0,0.0,0.0,0.6,0.4,0.6,15.0,7.84,1,0,2,2,Medium
680,10966.0,2193.2,4591.0,951.0,1480.97,1928.0,5,4.0,0.0,4.0,4.0,5.0,5,5,3.0,0.0,0.2,0.2,0.8,0.2,10.8,6.98,1,1,3,0,Medium
681,7905.0,3952.5,4136.0,3769.0,259.51,3952.5,2,4.0,0.0,4.0,4.0,4.0,4,4,3.0,0.0,0.0,0.5,0.0,0.0,3.5,0.71,0,1,0,1,Medium
682,1846.0,1846.0,1846.0,1846.0,,1846.0,1,3.0,,3.0,3.0,5.0,5,5,1.0,,1.0,0.0,1.0,0.0,10.0,,0,0,1,0,Low
683,15874.0,3174.8,4658.0,1111.0,1320.87,3511.0,5,2.0,0.0,2.0,2.0,4.0,4,4,3.0,0.0,0.2,0.6,0.2,0.2,9.0,8.09,0,1,1,3,Medium
684,19318.0,2146.44,4367.0,831.0,1272.64,1886.0,9,5.0,0.0,5.0,5.0,5.0,5,5,4.0,0.0,0.67,0.22,0.33,0.22,13.33,5.96,1,1,5,2,High
685,14264.0,2377.33,4226.0,412.0,1480.78,2510.0,6,4.0,0.0,4.0,4.0,7.0,7,7,3.0,0.0,0.33,0.17,0.33,0.5,16.17,7.39,2,0,1,3,Medium
